,id,outage,left,top,right,bottom,HISTO_0,HISTO_1,HISTO_5,HISTO_6,HISTO_8,HISTO_10,HISTO_14,HISTO_15,HISTO_16,HISTO_17,HISTO_18,HISTO_NODATA
2,23633,100.0,2076340,-127750,2076840,-128250,0.0,0.0,21.79930795847751,2.0761245674740483,0.0,0.0,23.52941176470588,42.56055363321799,0.0,10.034602076124568,0.0,0.0
4,23631,100.0,2076340,-126750,2076840,-127250,0.0,0.0,63.667820069204154,5.536332179930796,0.0,0.0,2.422145328719723,15.570934256055363,0.0,12.802768166089965,0.0,0.0
5,23630,100.0,2076340,-126250,2076840,-126750,0.0,0.0,97.92387543252595,0.0,0.0,0.0,0.0,0.0,0.0,2.0761245674740483,0.0,0.0
9,23626,100.0,2076340,-124250,2076840,-124750,0.0,0.0,73.52941176470588,0.0,0.0,0.0,6.61764705882353,11.397058823529411,0.0,8.455882352941178,0.0,0.0
11,23624,100.0,2076340,-123250,2076840,-123750,0.0,0.0,37.37024221453287,24.567474048442904,0.0,1.0380622837370241,10.034602076124568,16.608996539792386,0.0,9.342560553633218,1.0380622837370241,0.0
12,23623,100.0,2076340,-122750,2076840,-123250,0.0,0.0,38.970588235294116,3.308823529411765,0.0,0.7352941176470588,7.720588235294118,0.0,0.0,1.4705882352941175,47.794117647058826,0.0
13,48179,100.0,2099340,-95750,2099840,-96250,0.0,0.0,68.75,0.7352941176470588,0.0,0.0,8.088235294117647,0.7352941176470588,0.0,21.691176470588236,0.0,0.0
14,48180,100.0,2099340,-96250,2099840,-96750,0.0,0.0,73.01038062283737,0.0,0.34602076124567477,0.6920415224913495,10.380622837370241,2.768166089965398,0.0,12.802768166089965,0.0,0.0
15,48181,100.0,2099340,-96750,2099840,-97250,0.0,0.0,84.08304498269896,0.0,0.6920415224913495,0.0,13.148788927335639,0.0,0.0,2.0761245674740483,0.0,0.0
16,48182,100.0,2099340,-97250,2099840,-97750,0.0,0.0,74.26470588235294,0.0,0.0,0.0,18.75,0.0,0.0,6.985294117647059,0.0,0.0
17,48183,100.0,2099340,-97750,2099840,-98250,0.0,4.1522491349480966,37.37024221453287,4.1522491349480966,0.0,0.0,47.75086505190311,0.0,0.0,6.5743944636678195,0.0,0.0
18,23614,100.0,2076340,-118250,2076840,-118750,0.0,0.0,54.779411764705884,14.338235294117647,0.0,0.0,0.3676470588235294,0.0,0.0,30.514705882352942,0.0,0.0
19,48184,100.0,2099340,-98250,2099840,-98750,0.0,13.148788927335639,58.13148788927336,15.570934256055363,0.0,0.0,7.26643598615917,0.0,0.0,5.88235294117647,0.0,0.0
20,48185,100.0,2099340,-98750,2099840,-99250,0.0,2.2058823529411766,54.04411764705882,0.0,0.0,0.0,37.5,0.0,0.0,6.25,0.0,0.0
22,23635,100.0,2076340,-128750,2076840,-129250,0.0,0.0,57.720588235294116,3.6764705882352944,0.0,0.0,19.11764705882353,9.558823529411764,0.0,9.926470588235293,0.0,0.0
24,23650,100.0,2076340,-136250,2076840,-136750,0.0,0.0,0.0,0.0,0.0,0.0,6.985294117647059,92.27941176470588,0.0,0.7352941176470588,0.0,0.0
25,23661,100.0,2076340,-141750,2076840,-142250,0.0,0.0,70.24221453287197,14.186851211072666,2.422145328719723,2.0761245674740483,0.0,3.8062283737024223,0.0,7.26643598615917,0.0,0.0
27,23659,100.0,2076340,-140750,2076840,-141250,0.0,0.0,84.19117647058823,7.720588235294118,0.0,0.0,0.0,7.720588235294118,0.0,0.3676470588235294,0.0,0.0
28,47736,100.0,2098840,-141750,2099340,-142250,0.0,0.0,80.96885813148789,2.0761245674740483,0.0,0.0,1.384083044982699,0.0,0.0,15.570934256055363,0.0,0.0
29,23656,100.0,2076340,-139250,2076840,-139750,0.0,0.0,25.735294117647058,0.0,0.0,0.0,2.5735294117647056,61.39705882352941,0.0,10.294117647058822,0.0,0.0
30,23655,100.0,2076340,-138750,2076840,-139250,0.0,0.0,20.069204152249135,0.0,0.0,0.0,11.072664359861593,48.44290657439446,0.0,20.415224913494807,0.0,0.0
31,23652,100.0,2076340,-137250,2076840,-137750,0.0,0.0,60.553633217993074,10.726643598615917,0.0,0.0,11.418685121107266,14.186851211072666,0.0,1.384083044982699,1.7301038062283738,0.0
32,23651,100.0,2076340,-136750,2076840,-137250,0.0,0.0,25.951557093425603,2.0761245674740483,0.0,0.0,0.0,56.05536332179931,0.0,15.916955017301039,0.0,0.0
34,23638,100.0,2076340,-130250,2076840,-130750,0.0,0.0,18.75,1.8382352941176472,0.0,0.0,23.52941176470588,40.80882352941176,0.0,15.073529411764705,0.0,0.0
40,48177,100.0,2099340,-94750,2099840,-95250,0.0,0.0,61.245674740484425,0.6920415224913495,0.0,0.0,0.0,11.418685121107266,0.0,23.875432525951556,2.768166089965398,0.0
41,23641,100.0,2076340,-131750,2076840,-132250,0.0,0.0,7.352941176470589,9.191176470588236,0.0,0.0,44.85294117647059,36.029411764705884,0.0,2.5735294117647056,0.0,0.0
42,23640,100.0,2076340,-131250,2076840,-131750,0.0,0.0,6.920415224913495,0.0,0.0,0.0,50.17301038062284,26.643598615916954,0.0,16.26297577854671,0.0,0.0
43,48186,100.0,2099340,-99250,2099840,-99750,0.0,1.384083044982699,33.21799307958477,16.26297577854671,0.0,0.0,37.71626297577855,0.0,0.0,11.418685121107266,0.0,0.0
44,23603,100.0,2076340,-112750,2076840,-113250,0.0,0.0,17.301038062283737,0.0,0.0,0.0,49.48096885813148,22.491349480968857,0.0,10.726643598615917,0.0,0.0
45,48187,100.0,2099340,-99750,2099840,-100250,0.0,0.0,72.31833910034602,0.0,0.0,0.0,19.377162629757784,0.0,0.0,8.304498269896193,0.0,0.0
46,23568,100.0,2076340,-95250,2076840,-95750,0.0,0.0,82.00692041522491,4.844290657439446,0.0,0.0,3.4602076124567476,0.0,0.0,9.688581314878892,0.0,0.0
52,23571,100.0,2076340,-96750,2076840,-97250,0.0,2.0761245674740483,46.36678200692042,37.37024221453287,0.0,0.0,3.8062283737024223,0.0,0.0,5.88235294117647,4.498269896193772,0.0
53,23570,100.0,2076340,-96250,2076840,-96750,0.0,3.1141868512110724,34.2560553633218,25.259515570934255,2.768166089965398,0.0,14.878892733564014,0.0,0.0,15.570934256055363,4.1522491349480966,0.0
54,23569,100.0,2076340,-95750,2076840,-96250,0.0,0.0,55.88235294117647,11.76470588235294,0.0,0.0,29.044117647058826,0.0,0.0,3.308823529411765,0.0,0.0
55,23567,100.0,2076340,-94750,2076840,-95250,0.0,0.0,96.88581314878893,0.0,0.0,0.0,0.0,0.0,0.0,3.1141868512110724,0.0,0.0
56,23578,100.0,2076340,-100250,2076840,-100750,0.0,0.0,92.27941176470588,0.0,0.0,0.0,0.0,0.0,0.0,7.720588235294118,0.0,0.0
60,23563,100.0,2076340,-92750,2076840,-93250,0.0,0.0,61.76470588235294,0.0,0.0,0.0,37.13235294117647,0.0,0.0,1.1029411764705883,0.0,0.0
61,23562,100.0,2076340,-92250,2076840,-92750,0.0,0.0,71.62629757785467,0.0,0.0,0.0,19.72318339100346,0.0,0.0,8.650519031141869,0.0,0.0
65,23577,100.0,2076340,-99750,2076840,-100250,0.0,0.0,85.81314878892734,1.0380622837370241,0.0,0.0,11.76470588235294,0.0,0.0,1.384083044982699,0.0,0.0
66,23579,100.0,2076340,-100750,2076840,-101250,0.0,0.0,90.65743944636678,0.0,0.0,0.0,0.0,0.0,0.0,9.342560553633218,0.0,0.0
67,48188,100.0,2099340,-100250,2099840,-100750,0.0,0.0,92.64705882352942,0.0,0.7352941176470588,0.0,0.7352941176470588,0.0,0.0,5.88235294117647,0.0,0.0
69,23599,100.0,2076340,-110750,2076840,-111250,0.0,0.0,62.5,0.0,0.0,0.0,18.014705882352942,11.029411764705882,0.0,8.455882352941178,0.0,0.0
71,23597,100.0,2076340,-109750,2076840,-110250,0.0,0.0,83.73702422145328,2.0761245674740483,0.0,0.0,5.88235294117647,3.8062283737024223,0.0,4.498269896193772,0.0,0.0
72,23596,100.0,2076340,-109250,2076840,-109750,0.0,0.0,60.29411764705882,0.0,0.0,0.0,13.602941176470587,0.0,0.0,26.10294117647059,0.0,0.0
73,23595,100.0,2076340,-108750,2076840,-109250,0.0,0.0,41.522491349480966,0.0,0.0,0.0,32.8719723183391,0.0,0.0,25.60553633217993,0.0,0.0
74,23594,100.0,2076340,-108250,2076840,-108750,0.0,0.0,66.43598615916954,0.0,0.0,0.0,27.68166089965398,0.0,0.0,2.0761245674740483,3.8062283737024223,0.0
78,23580,100.0,2076340,-101250,2076840,-101750,0.0,2.0761245674740483,91.00346020761245,5.88235294117647,0.0,0.0,0.0,0.0,0.0,1.0380622837370241,0.0,0.0
79,48189,100.0,2099340,-100750,2099840,-101250,0.0,0.0,76.8166089965398,0.0,0.0,0.0,5.190311418685121,0.0,0.0,17.99307958477509,0.0,0.0
80,23587,100.0,2076340,-104750,2076840,-105250,0.0,0.0,23.161764705882355,0.0,2.941176470588235,0.0,4.779411764705882,1.8382352941176472,0.0,62.86764705882353,4.411764705882353,0.0
81,23586,100.0,2076340,-104250,2076840,-104750,0.0,0.0,15.22491349480969,0.0,0.0,0.0,0.0,0.0,0.0,38.75432525951557,46.02076124567474,0.0
82,23585,100.0,2076340,-103750,2076840,-104250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.26297577854671,83.73702422145328,0.0
84,23583,100.0,2076340,-102750,2076840,-103250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.418685121107266,88.58131487889274,0.0
85,23582,100.0,2076340,-102250,2076840,-102750,0.0,0.0,35.294117647058826,0.0,1.7301038062283738,0.0,0.0,0.0,0.0,56.40138408304498,6.5743944636678195,0.0
86,23581,100.0,2076340,-101750,2076840,-102250,0.0,0.0,97.05882352941177,0.0,0.0,2.5735294117647056,0.0,0.0,0.0,0.3676470588235294,0.0,0.0
87,23662,100.0,2076340,-142250,2076840,-142750,0.0,0.0,56.25,7.352941176470589,0.0,3.308823529411765,0.0,26.10294117647059,0.0,6.985294117647059,0.0,0.0
91,24122,100.0,2076840,-104750,2077340,-105250,0.0,0.0,36.39705882352941,0.0,13.602941176470587,7.352941176470589,2.941176470588235,0.0,0.0,39.705882352941174,0.0,0.0
93,24119,100.0,2076840,-103250,2077340,-103750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.411764705882353,95.58823529411765,0.0
94,24118,100.0,2076840,-102750,2077340,-103250,0.0,0.0,4.498269896193772,0.0,0.0,0.0,5.536332179930796,0.0,0.0,4.1522491349480966,85.81314878892734,0.0
95,24117,100.0,2076840,-102250,2077340,-102750,0.0,0.0,39.10034602076124,0.0,0.0,0.34602076124567477,1.7301038062283738,0.0,0.0,48.78892733564014,10.034602076124568,0.0
96,24116,100.0,2076840,-101750,2077340,-102250,0.0,0.0,57.720588235294116,1.8382352941176472,0.0,8.823529411764707,0.0,2.2058823529411766,0.0,29.411764705882355,0.0,0.0
97,24115,100.0,2076840,-101250,2077340,-101750,0.0,0.0,92.38754325259517,0.0,0.0,6.5743944636678195,0.0,0.0,0.0,1.0380622837370241,0.0,0.0
99,24112,100.0,2076840,-99750,2077340,-100250,0.0,0.0,91.00346020761245,0.0,0.0,0.0,0.0,0.0,0.0,8.996539792387544,0.0,0.0
100,24124,100.0,2076840,-105750,2077340,-106250,0.0,0.0,65.7439446366782,0.0,0.0,0.0,14.186851211072666,7.958477508650519,0.0,12.110726643598616,0.0,0.0
107,24105,100.0,2076840,-96250,2077340,-96750,0.0,0.0,89.61937716262976,1.384083044982699,0.0,0.0,4.498269896193772,0.0,0.0,1.384083044982699,3.1141868512110724,0.0
109,24123,100.0,2076840,-105250,2077340,-105750,0.0,0.0,46.02076124567474,0.0,0.0,3.1141868512110724,11.76470588235294,3.8062283737024223,0.0,33.56401384083045,1.7301038062283738,0.0
110,24125,100.0,2076840,-106250,2077340,-106750,0.0,0.0,91.54411764705883,0.0,0.0,0.0,0.0,0.0,0.0,8.455882352941178,0.0,0.0
111,24102,100.0,2076840,-94750,2077340,-95250,0.0,1.0380622837370241,43.944636678200695,12.45674740484429,0.0,0.0,35.98615916955018,0.0,0.0,6.5743944636678195,0.0,0.0
112,24136,100.0,2076840,-111750,2077340,-112250,0.0,0.0,82.69896193771626,0.0,0.0,0.0,1.384083044982699,6.5743944636678195,0.0,9.342560553633218,0.0,0.0
115,47650,100.0,2098840,-98750,2099340,-99250,0.0,0.0,72.05882352941177,12.867647058823529,0.0,8.088235294117647,0.0,0.0,0.0,4.044117647058823,2.941176470588235,0.0
116,47651,100.0,2098840,-99250,2099340,-99750,0.0,0.0,78.89273356401384,3.8062283737024223,0.0,0.0,8.304498269896193,0.0,0.0,8.996539792387544,0.0,0.0
117,47652,100.0,2098840,-99750,2099340,-100250,0.0,0.0,72.66435986159169,0.0,0.0,0.0,21.453287197231834,0.0,0.0,5.88235294117647,0.0,0.0
119,24139,100.0,2076840,-113250,2077340,-113750,0.0,0.0,30.44982698961938,5.536332179930796,0.0,0.0,34.2560553633218,7.958477508650519,0.0,21.79930795847751,0.0,0.0
120,24138,100.0,2076840,-112750,2077340,-113250,0.0,0.0,72.31833910034602,3.1141868512110724,0.0,0.0,6.920415224913495,2.768166089965398,0.0,14.878892733564014,0.0,0.0
121,24135,100.0,2076840,-111250,2077340,-111750,0.0,0.0,33.910034602076124,5.88235294117647,0.0,0.0,0.0,48.09688581314879,0.0,12.110726643598616,0.0,0.0
123,24134,100.0,2076840,-110750,2077340,-111250,0.0,0.0,44.11764705882353,0.0,0.0,0.0,1.8382352941176472,22.794117647058822,0.0,31.25,0.0,0.0
124,24133,100.0,2076840,-110250,2077340,-110750,0.0,0.0,19.377162629757784,0.0,3.8062283737024223,0.0,11.76470588235294,57.785467128027676,0.0,7.26643598615917,0.0,0.0
125,24132,100.0,2076840,-109750,2077340,-110250,0.0,0.0,82.69896193771626,4.1522491349480966,0.0,0.0,2.768166089965398,3.8062283737024223,0.0,6.5743944636678195,0.0,0.0
126,24131,100.0,2076840,-109250,2077340,-109750,0.0,0.0,54.779411764705884,2.5735294117647056,0.0,0.0,20.22058823529412,0.0,0.0,18.38235294117647,4.044117647058823,0.0
127,24130,100.0,2076840,-108750,2077340,-109250,0.0,0.0,8.304498269896193,2.0761245674740483,0.0,0.0,0.0,0.0,0.0,38.75432525951557,50.86505190311419,0.0
128,24129,100.0,2076840,-108250,2077340,-108750,0.0,0.0,13.148788927335639,0.0,0.0,0.0,1.7301038062283738,0.0,0.0,38.062283737024224,47.05882352941176,0.0
129,24128,100.0,2076840,-107750,2077340,-108250,0.0,0.0,55.14705882352941,0.0,3.308823529411765,0.0,16.911764705882355,0.0,0.0,15.441176470588236,9.191176470588236,0.0
132,24101,100.0,2076840,-94250,2077340,-94750,0.0,0.0,85.29411764705883,0.0,0.0,0.0,7.352941176470589,0.0,0.0,7.352941176470589,0.0,0.0
133,23733,100.0,2076340,-177750,2076840,-178250,0.0,0.0,9.688581314878892,0.0,0.0,4.844290657439446,0.0,79.58477508650519,0.0,5.88235294117647,0.0,0.0
140,47657,100.0,2098840,-102250,2099340,-102750,0.0,2.422145328719723,29.411764705882355,0.0,0.0,0.0,62.9757785467128,0.0,0.0,5.190311418685121,0.0,0.0
141,47658,100.0,2098840,-102750,2099340,-103250,0.0,0.0,44.982698961937714,0.0,0.0,0.0,47.40484429065744,0.0,0.0,7.612456747404845,0.0,0.0
142,47659,100.0,2098840,-103250,2099340,-103750,0.0,0.0,30.514705882352942,0.0,0.0,0.0,62.13235294117647,0.0,0.0,7.352941176470589,0.0,0.0
143,47675,100.0,2098840,-111250,2099340,-111750,0.0,0.0,84.77508650519032,1.0380622837370241,0.0,0.0,5.190311418685121,0.0,0.0,8.996539792387544,0.0,0.0
144,24079,100.0,2076840,-83250,2077340,-83750,0.0,0.0,17.301038062283737,2.422145328719723,0.0,0.0,12.802768166089965,8.304498269896193,0.0,59.16955017301038,0.0,0.0
145,47676,100.0,2098840,-111750,2099340,-112250,0.0,0.0,76.8166089965398,1.7301038062283738,0.0,0.0,0.0,0.0,0.0,5.190311418685121,16.26297577854671,0.0
149,23737,100.0,2076340,-179750,2076840,-180250,0.0,0.0,22.426470588235293,0.0,0.0,0.0,0.0,70.22058823529412,0.0,7.352941176470589,0.0,0.0
152,23734,100.0,2076340,-178250,2076840,-178750,0.0,0.0,54.41176470588235,0.3676470588235294,0.0,0.0,0.0,38.60294117647059,0.0,6.61764705882353,0.0,0.0
154,24080,100.0,2076840,-83750,2077340,-84250,0.0,0.0,9.558823529411764,6.61764705882353,0.0,0.0,58.82352941176471,18.38235294117647,0.0,6.61764705882353,0.0,0.0
157,24099,100.0,2076840,-93250,2077340,-93750,0.0,0.0,94.80968858131487,0.0,0.0,2.422145328719723,0.0,0.0,0.0,2.768166089965398,0.0,0.0
158,24098,100.0,2076840,-92750,2077340,-93250,0.0,0.0,83.45588235294117,0.0,0.0,0.0,0.0,0.0,0.0,16.544117647058822,0.0,0.0
166,24081,100.0,2076840,-84250,2077340,-84750,0.0,0.0,52.94117647058824,8.650519031141869,0.0,0.0,21.79930795847751,1.7301038062283738,0.0,14.878892733564014,0.0,0.0
169,24087,100.0,2076840,-87250,2077340,-87750,0.0,2.422145328719723,88.92733564013841,4.844290657439446,0.0,0.0,1.0380622837370241,1.384083044982699,0.0,1.384083044982699,0.0,0.0
170,24086,100.0,2076840,-86750,2077340,-87250,0.0,0.0,87.86764705882352,2.2058823529411766,0.0,0.0,1.1029411764705883,0.0,0.0,8.823529411764707,0.0,0.0
172,24084,100.0,2076840,-85750,2077340,-86250,0.0,0.0,97.57785467128028,0.0,0.0,0.0,0.0,0.0,0.0,2.422145328719723,0.0,0.0
173,24083,100.0,2076840,-85250,2077340,-85750,0.0,0.0,77.20588235294117,9.558823529411764,0.0,0.0,0.0,0.0,0.0,13.23529411764706,0.0,0.0
174,24082,100.0,2076840,-84750,2077340,-85250,0.0,0.0,32.52595155709342,56.747404844290664,0.0,0.0,1.384083044982699,0.0,0.0,9.342560553633218,0.0,0.0
177,22553,100.0,2075340,-122750,2075840,-123250,0.0,0.0,1.4705882352941175,0.0,0.0,0.0,4.779411764705882,84.92647058823529,0.0,8.823529411764707,0.0,0.0
180,23027,100.0,2075840,-92250,2076340,-92750,0.0,0.0,91.17647058823529,0.0,0.0,0.0,0.0,0.0,0.0,8.823529411764707,0.0,0.0
190,23017,100.0,2075840,-87250,2076340,-87750,0.0,0.0,87.5,0.0,0.0,0.0,5.88235294117647,6.25,0.0,0.3676470588235294,0.0,0.0
191,23016,100.0,2075840,-86750,2076340,-87250,0.0,0.0,81.640625,0.0,0.0,0.0,1.5625,7.03125,0.0,9.765625,0.0,0.0
193,23014,100.0,2075840,-85750,2076340,-86250,0.0,0.0,55.14705882352941,10.661764705882353,0.0,0.0,0.0,29.77941176470588,0.0,4.411764705882353,0.0,0.0
194,23013,100.0,2075840,-85250,2076340,-85750,0.0,0.0,14.453125,0.390625,0.0,0.0,2.734375,70.3125,0.0,12.109375,0.0,0.0
197,23010,100.0,2075840,-83750,2076340,-84250,0.0,8.59375,3.515625,79.296875,0.390625,0.0,0.0,0.0,0.0,8.203125,0.0,0.0
202,23051,100.0,2075840,-104250,2076340,-104750,0.0,0.0,40.44117647058824,0.0,0.0,0.0,4.044117647058823,0.0,0.0,55.51470588235294,0.0,0.0
203,23050,100.0,2075840,-103750,2076340,-104250,0.0,0.0,11.029411764705882,0.0,0.0,0.0,2.5735294117647056,0.0,0.0,47.42647058823529,38.970588235294116,0.0
204,48724,100.0,2099840,-100750,2100340,-101250,0.0,0.0,82.35294117647058,0.0,0.0,0.0,9.926470588235293,0.0,0.0,7.720588235294118,0.0,0.0
205,23047,100.0,2075840,-102250,2076340,-102750,0.0,0.0,85.66176470588235,1.4705882352941175,6.985294117647059,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0
206,23046,100.0,2075840,-101750,2076340,-102250,0.0,0.0,75.0,18.75,0.0,0.0,1.953125,0.0,0.0,4.296875,0.0,0.0
207,23045,100.0,2075840,-101250,2076340,-101750,0.0,0.0,56.25,25.36764705882353,0.0,0.0,8.455882352941178,0.0,0.0,9.926470588235293,0.0,0.0
216,23036,100.0,2075840,-96750,2076340,-97250,0.0,0.0,53.30882352941176,25.36764705882353,0.0,0.0,13.602941176470587,0.0,0.0,7.352941176470589,0.3676470588235294,0.0
217,23035,100.0,2075840,-96250,2076340,-96750,0.0,0.0,92.64705882352942,0.7352941176470588,0.0,0.0,0.0,0.0,0.0,6.61764705882353,0.0,0.0
218,23034,100.0,2075840,-95750,2076340,-96250,0.0,0.0,92.1875,0.0,0.0,0.0,0.0,0.0,0.0,7.8125,0.0,0.0
220,48725,100.0,2099840,-101250,2100340,-101750,0.0,0.0,39.338235294117645,0.7352941176470588,0.0,0.0,43.75,0.0,0.0,16.176470588235293,0.0,0.0
221,48726,100.0,2099840,-101750,2100340,-102250,0.0,4.296875,62.109375,4.296875,0.0,0.0,28.125,0.0,0.0,1.171875,0.0,0.0
223,22566,100.0,2075340,-129250,2075840,-129750,0.0,0.0,33.910034602076124,2.768166089965398,0.0,0.0,38.4083044982699,12.45674740484429,0.0,12.45674740484429,0.0,0.0
224,22574,100.0,2075340,-133250,2075840,-133750,0.0,0.0,78.30882352941177,0.0,0.0,0.0,9.558823529411764,0.0,0.0,8.455882352941178,3.6764705882352944,0.0
225,22573,100.0,2075340,-132750,2075840,-133250,0.0,0.0,69.55017301038062,2.422145328719723,0.0,1.7301038062283738,0.34602076124567477,11.76470588235294,0.0,9.688581314878892,4.498269896193772,0.0
227,22571,100.0,2075340,-131750,2075840,-132250,0.0,0.0,40.80882352941176,1.1029411764705883,0.0,0.0,40.80882352941176,0.0,0.0,17.27941176470588,0.0,0.0
228,22570,100.0,2075340,-131250,2075840,-131750,0.0,0.0,27.68166089965398,1.0380622837370241,0.0,0.0,70.24221453287197,0.0,0.0,1.0380622837370241,0.0,0.0
232,22565,100.0,2075340,-128750,2075840,-129250,0.0,0.0,12.867647058823529,0.0,0.0,0.0,20.955882352941178,55.14705882352941,0.0,11.029411764705882,0.0,0.0
234,22564,100.0,2075340,-128250,2075840,-128750,0.0,0.0,9.342560553633218,0.0,0.0,0.0,2.422145328719723,34.602076124567475,0.0,53.63321799307958,0.0,0.0
235,22563,100.0,2075340,-127750,2075840,-128250,0.0,0.0,58.47750865051903,0.0,0.0,0.0,0.0,16.608996539792386,0.0,24.91349480968858,0.0,0.0
237,22559,100.0,2075340,-125750,2075840,-126250,0.0,0.0,88.23529411764706,10.294117647058822,0.0,0.3676470588235294,0.0,0.0,0.0,1.1029411764705883,0.0,0.0
238,22558,100.0,2075340,-125250,2075840,-125750,0.0,0.0,47.75086505190311,0.0,0.0,1.384083044982699,0.0,49.82698961937716,0.0,1.0380622837370241,0.0,0.0
239,22557,100.0,2075340,-124750,2075840,-125250,0.0,0.0,15.570934256055363,0.0,0.0,0.0,1.7301038062283738,71.97231833910035,0.0,10.726643598615917,0.0,0.0
240,22556,100.0,2075340,-124250,2075840,-124750,0.0,0.0,6.25,0.0,0.0,0.0,9.558823529411764,56.61764705882353,0.0,27.573529411764707,0.0,0.0
241,22555,100.0,2075340,-123750,2075840,-124250,0.0,0.0,10.034602076124568,0.0,0.0,0.0,4.1522491349480966,70.58823529411765,0.0,15.22491349480969,0.0,0.0
242,22575,100.0,2075340,-133750,2075840,-134250,0.0,0.0,84.77508650519032,0.0,0.0,0.0,12.110726643598616,0.0,0.0,3.1141868512110724,0.0,0.0
245,22662,100.0,2075340,-177250,2075840,-177750,0.0,0.0,64.01384083044984,5.190311418685121,0.0,0.0,0.0,19.72318339100346,0.0,11.072664359861593,0.0,0.0
248,49233,100.0,2100340,-87750,2100840,-88250,0.0,0.0,40.13840830449827,7.612456747404845,0.0,0.0,6.920415224913495,35.98615916955018,0.0,9.342560553633218,0.0,0.0
249,49250,100.0,2100340,-96250,2100840,-96750,0.0,0.0,76.47058823529412,0.0,0.0,2.0761245674740483,8.650519031141869,0.0,0.0,9.688581314878892,3.1141868512110724,0.0
252,22664,100.0,2075340,-178250,2075840,-178750,0.0,0.0,73.16176470588235,12.5,0.0,0.0,0.0,5.88235294117647,0.0,8.455882352941178,0.0,0.0
253,22663,100.0,2075340,-177750,2075840,-178250,0.0,0.0,72.66435986159169,0.0,0.0,0.0,0.0,15.916955017301039,0.0,11.418685121107266,0.0,0.0
256,22593,100.0,2075340,-142750,2075840,-143250,0.0,0.0,91.00346020761245,4.844290657439446,0.0,0.0,0.0,0.0,0.0,4.1522491349480966,0.0,0.0
257,22592,100.0,2075340,-142250,2075840,-142750,0.0,0.0,98.16176470588235,0.0,0.0,0.0,0.0,0.0,0.0,1.8382352941176472,0.0,0.0
264,23052,100.0,2075840,-104750,2076340,-105250,0.0,0.0,76.953125,0.0,0.0,0.0,1.953125,0.0,0.0,21.09375,0.0,0.0
265,23054,100.0,2075840,-105750,2076340,-106250,0.0,0.0,73.89705882352942,0.0,0.3676470588235294,0.0,25.36764705882353,0.0,0.0,0.3676470588235294,0.0,0.0
267,23125,100.0,2075840,-141250,2076340,-141750,0.0,0.0,83.45588235294117,15.441176470588236,0.0,0.0,0.0,0.0,0.0,1.1029411764705883,0.0,0.0
268,23201,100.0,2075840,-179250,2076340,-179750,0.0,0.0,60.29411764705882,4.779411764705882,0.0,0.0,0.0,31.25,0.0,3.6764705882352944,0.0,0.0
269,23200,100.0,2075840,-178750,2076340,-179250,0.0,0.0,15.441176470588236,4.411764705882353,0.0,0.0,0.0,69.85294117647058,0.0,10.294117647058822,0.0,0.0
270,23199,100.0,2075840,-178250,2076340,-178750,0.0,0.0,17.1875,0.78125,0.0,0.0,0.0,77.734375,0.0,4.296875,0.0,0.0
272,23197,100.0,2075840,-177250,2076340,-177750,0.0,0.0,68.38235294117648,0.0,0.0,0.0,0.0,28.308823529411764,0.0,3.308823529411765,0.0,0.0
274,23127,100.0,2075840,-142250,2076340,-142750,0.0,0.0,62.890625,1.171875,0.0,0.0,18.359375,3.125,0.0,14.453125,0.0,0.0
276,23124,100.0,2075840,-140750,2076340,-141250,0.0,0.0,42.1875,2.34375,1.171875,0.0,4.6875,36.328125,0.0,13.28125,0.0,0.0
277,48604,100.0,2099340,-308250,2099840,-308750,0.0,12.802768166089965,14.186851211072666,25.951557093425603,0.0,0.0,38.75432525951557,0.0,0.0,8.304498269896193,0.0,0.0
278,23123,100.0,2075840,-140250,2076340,-140750,0.0,0.0,9.926470588235293,0.0,1.8382352941176472,0.0,1.4705882352941175,77.20588235294117,0.0,9.558823529411764,0.0,0.0
279,23121,100.0,2075840,-139250,2076340,-139750,0.0,0.0,8.984375,0.0,0.0,0.0,0.0,55.46875,0.0,35.546875,0.0,0.0
280,23118,100.0,2075840,-137750,2076340,-138250,0.0,0.0,20.703125,0.0,0.0,0.0,33.203125,33.984375,0.0,12.109375,0.0,0.0
281,23117,100.0,2075840,-137250,2076340,-137750,0.0,0.0,20.955882352941178,0.0,0.0,0.0,18.014705882352942,47.42647058823529,0.0,13.602941176470587,0.0,0.0
286,23202,100.0,2075840,-179750,2076340,-180250,0.0,1.5625,51.953125,1.171875,0.0,0.0,0.0,27.34375,0.0,17.96875,0.0,0.0
287,48271,100.0,2099340,-141750,2099840,-142250,0.0,0.0,64.01384083044984,11.072664359861593,0.0,0.0,3.4602076124567476,0.0,0.0,21.453287197231834,0.0,0.0
289,23546,100.0,2076340,-84250,2076840,-84750,0.0,0.0,14.878892733564014,0.0,4.1522491349480966,0.0,73.70242214532871,5.88235294117647,0.0,1.384083044982699,0.0,0.0
