,id,outage,left,top,right,bottom,HISTO_0,HISTO_1,HISTO_5,HISTO_6,HISTO_8,HISTO_10,HISTO_14,HISTO_15,HISTO_16,HISTO_17,HISTO_18,HISTO_NODATA
5686,88194,95.83333333333334,2136340,-308250,2136840,-308750,0.0,0.0,32.52595155709342,38.4083044982699,0.0,0.0,24.567474048442904,0.0,0.0,4.498269896193772,0.0,0.0
5688,15153,95.83333333333333,2068340,-167750,2068840,-168250,0.0,0.0,86.328125,3.90625,0.0,0.0,0.0,0.0,0.0,9.765625,0.0,0.0
5690,35961,95.83333333333333,2087840,-139250,2088340,-139750,0.0,0.0,55.46875,0.0,0.0,0.0,3.90625,19.53125,0.0,21.09375,0.0,0.0
5694,90706,95.75435789959607,2138840,-226750,2139340,-227250,0.0,8.455882352941178,0.0,0.0,0.0,0.0,82.72058823529412,0.0,0.0,8.823529411764707,0.0,0.0
5698,12463,95.73430486089075,2065840,-160250,2066340,-160750,0.0,0.0,34.92647058823529,0.0,0.0,0.0,8.088235294117647,49.26470588235294,0.0,7.720588235294118,0.0,0.0
5701,28945,95.7168297512849,2081340,-108750,2081840,-109250,0.0,0.0,28.373702422145332,1.0380622837370241,0.0,0.0,3.8062283737024223,62.9757785467128,0.0,3.8062283737024223,0.0,0.0
5702,14493,95.69113040720553,2067840,-105250,2068340,-105750,0.0,0.0,41.17647058823529,21.79930795847751,19.377162629757784,0.0,0.0,0.0,0.0,7.958477508650519,8.650519031141869,1.0380622837370241
5703,9786,95.69032165351992,2063340,-159250,2063840,-159750,0.0,0.0,54.67128027681662,3.4602076124567476,0.0,0.0,0.0,30.79584775086505,0.0,11.072664359861593,0.0,0.0
5704,58880,95.66701755308851,2109340,-96250,2109840,-96750,0.0,0.0,39.792387543252595,0.0,0.0,0.0,0.0,0.0,0.0,38.062283737024224,22.145328719723185,0.0
5707,15607,95.65217391304347,2068840,-127250,2069340,-127750,0.0,0.0,29.411764705882355,11.397058823529411,0.0,0.0,0.0,43.75,0.0,15.441176470588236,0.0,0.0
5708,42915,95.63468946354831,2094340,-138750,2094840,-139250,0.0,0.0,48.78892733564014,5.536332179930796,0.0,0.0,22.145328719723185,12.45674740484429,2.768166089965398,8.304498269896193,0.0,0.0
5709,56727,95.63281013482894,2107340,-89750,2107840,-90250,0.0,0.0,80.46875,1.953125,0.0,0.0,15.625,0.0,0.0,1.953125,0.0,0.0
5710,33794,95.61067026476681,2085840,-125750,2086340,-126250,0.0,0.0,45.955882352941174,0.0,0.0,0.0,3.308823529411765,0.0,0.0,33.82352941176471,16.911764705882355,0.0
5711,23122,95.60603331624185,2075840,-139750,2076340,-140250,0.0,0.0,15.073529411764705,0.0,0.0,0.0,0.0,60.66176470588235,0.3676470588235294,23.897058823529413,0.0,0.0
5712,30045,95.58823529411765,2082340,-123750,2082840,-124250,0.0,0.0,45.674740484429066,1.0380622837370241,0.0,0.0,15.916955017301039,22.837370242214533,0.0,14.53287197231834,0.0,0.0
5714,29460,95.56287411070959,2081840,-98750,2082340,-99250,0.0,0.0,8.984375,0.0,0.0,0.0,17.578125,62.5,0.0,10.9375,0.0,0.0
5716,15619,95.52731862668844,2068840,-133250,2069340,-133750,0.0,0.0,48.161764705882355,6.61764705882353,0.0,0.0,1.1029411764705883,37.86764705882353,0.0,6.25,0.0,0.0
5720,6034,95.47269025889096,2059840,-155750,2060340,-156250,0.0,0.0,9.558823529411764,0.0,0.0,0.0,0.0,88.23529411764706,0.0,2.2058823529411766,0.0,0.0
5722,21475,95.45454545454545,2074340,-118750,2074840,-119250,0.0,0.0,46.69117647058824,22.794117647058822,0.0,0.0,0.0,21.323529411764707,0.0,9.191176470588236,0.0,0.0
5724,8668,95.45454545454545,2062340,-135250,2062840,-135750,0.0,0.0,26.10294117647059,2.5735294117647056,0.0,2.941176470588235,33.82352941176471,22.426470588235293,0.0,12.132352941176471,0.0,0.0
5725,20408,95.45454545454545,2073340,-120250,2073840,-120750,0.0,0.0,34.602076124567475,4.844290657439446,0.0,0.0,33.910034602076124,6.5743944636678195,0.0,20.069204152249135,0.0,0.0
5726,8698,95.45396611730713,2062340,-150250,2062840,-150750,0.0,0.0,31.61764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.3676470588235294,22.426470588235293,45.588235294117645
5727,12421,95.44806630654415,2065840,-139250,2066340,-139750,0.0,0.0,32.720588235294116,8.088235294117647,0.0,0.0,0.0,43.75,0.0,15.441176470588236,0.0,0.0
5728,14579,95.42625842278278,2067840,-148250,2068340,-148750,0.0,0.0,16.911764705882355,4.044117647058823,0.7352941176470588,0.0,0.7352941176470588,63.60294117647059,0.0,13.970588235294118,0.0,0.0
5729,57270,95.41911853839102,2107840,-93750,2108340,-94250,0.0,4.1522491349480966,12.45674740484429,32.52595155709342,0.0,0.0,12.802768166089965,0.0,0.0,30.79584775086505,7.26643598615917,0.0
5732,44417,95.38461538461539,2095840,-87250,2096340,-87750,0.0,0.0,86.159169550173,0.0,0.0,0.0,0.0,5.536332179930796,0.0,8.304498269896193,0.0,0.0
5735,29510,95.36217430087946,2081840,-123750,2082340,-124250,0.0,0.0,74.63235294117648,6.985294117647059,0.0,0.0,0.0,10.661764705882353,0.0,7.720588235294118,0.0,0.0
5736,22049,95.34883720930232,2074840,-138250,2075340,-138750,0.0,0.0,0.0,0.0,0.0,0.0,31.4878892733564,46.36678200692042,0.0,22.145328719723185,0.0,0.0
5738,129228,95.32891372534984,2174840,-227750,2175340,-228250,1.953125,0.0,0.0,0.0,0.0,0.0,12.5,0.0,39.453125,2.734375,0.0,43.359375
5741,9252,95.27824709305216,2062840,-159750,2063340,-160250,0.0,0.0,57.43944636678201,0.0,0.0,0.0,0.0,26.643598615916954,0.0,15.916955017301039,0.0,0.0
5742,8655,95.2746481076464,2062340,-128750,2062840,-129250,0.0,0.0,83.59375,0.0,0.0,0.0,0.0,0.0,0.0,16.40625,0.0,0.0
5744,25760,95.23809523809524,2078340,-121250,2078840,-121750,0.0,0.0,41.544117647058826,0.0,0.0,0.0,20.588235294117645,25.0,0.0,10.661764705882353,2.2058823529411766,0.0
5745,55128,95.23809523809523,2105840,-92750,2106340,-93250,0.0,0.0,6.25,49.609375,0.0,0.0,39.0625,0.0,0.0,5.078125,0.0,0.0
5746,11419,95.23809523809523,2064840,-173250,2065340,-173750,0.0,0.0,62.28373702422145,0.0,4.1522491349480966,0.0,0.0,18.33910034602076,0.0,15.22491349480969,0.0,0.0
5747,33286,95.23809523809523,2085340,-139250,2085840,-139750,0.0,0.0,90.80882352941177,0.0,2.5735294117647056,0.0,0.0,0.0,0.0,6.61764705882353,0.0,0.0
5748,113257,95.23809523809523,2159840,-267250,2160340,-267750,0.0,31.25,0.0,5.88235294117647,0.0,0.0,61.029411764705884,0.0,0.0,1.8382352941176472,0.0,0.0
5749,12414,95.18099582401693,2065840,-135750,2066340,-136250,0.0,0.0,42.90657439446367,2.768166089965398,0.0,0.0,4.1522491349480966,40.830449826989614,0.0,9.342560553633218,0.0,0.0
5750,33807,95.17876081018608,2085840,-132250,2086340,-132750,0.0,0.0,91.00346020761245,7.958477508650519,0.0,0.0,0.0,0.0,0.0,1.0380622837370241,0.0,0.0
5751,30514,95.17781993449388,2082840,-90750,2083340,-91250,0.0,0.0,57.785467128027676,0.0,0.0,0.0,14.186851211072666,4.1522491349480966,0.0,23.875432525951556,0.0,0.0
5752,18810,95.16919036895352,2071840,-123750,2072340,-124250,0.0,0.0,64.01384083044984,16.26297577854671,0.0,0.0,0.0,19.031141868512112,0.0,0.6920415224913495,0.0,0.0
5754,27860,95.1282066142038,2080340,-101250,2080840,-101750,0.0,0.0,53.67647058823529,0.0,0.0,0.0,24.63235294117647,14.705882352941178,0.0,6.985294117647059,0.0,0.0
5755,30581,95.1219512195122,2082840,-124250,2083340,-124750,0.0,0.0,26.10294117647059,0.0,0.0,0.0,7.720588235294118,56.25,0.0,9.926470588235293,0.0,0.0
5756,10300,95.06911199457045,2063840,-148750,2064340,-149250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.20588235294117,0.0,22.794117647058822,0.0,0.0
5757,57818,95.04616606914848,2108340,-100250,2108840,-100750,0.0,0.0,20.22058823529412,22.058823529411764,12.132352941176471,2.5735294117647056,6.985294117647059,6.61764705882353,1.8382352941176472,27.573529411764707,0.0,0.0
5758,33738,95.01315945364396,2085840,-97750,2086340,-98250,0.0,0.0,87.88927335640139,4.498269896193772,0.0,1.0380622837370241,0.6920415224913495,3.4602076124567476,0.0,2.422145328719723,0.0,0.0
5759,36464,95.0,2088340,-123250,2088840,-123750,0.0,0.0,65.7439446366782,0.0,0.0,0.0,19.031141868512112,0.0,0.0,12.45674740484429,2.768166089965398,0.0
5762,36412,95.0,2088340,-97250,2088840,-97750,0.0,0.0,31.985294117647058,1.8382352941176472,0.0,0.0,7.352941176470589,43.75,0.0,15.073529411764705,0.0,0.0
5764,30583,95.0,2082840,-125250,2083340,-125750,0.0,0.0,21.10726643598616,5.88235294117647,6.228373702422145,0.0,2.0761245674740483,52.24913494809689,0.0,12.45674740484429,0.0,0.0
5765,13470,95.0,2066840,-128750,2067340,-129250,0.0,0.0,52.734375,4.6875,0.390625,0.0,10.9375,28.125,0.0,3.125,0.0,0.0
5767,24611,94.98484017297012,2077340,-81750,2077840,-82250,0.0,0.0,55.51470588235294,27.941176470588236,0.0,0.0,2.941176470588235,2.2058823529411766,0.0,0.7352941176470588,0.0,10.661764705882353
5769,34278,94.9662374654197,2086340,-100250,2086840,-100750,0.0,0.0,4.296875,0.0,0.0,0.0,0.0,83.203125,0.0,12.5,0.0,0.0
5770,10354,94.96366620744973,2063840,-175750,2064340,-176250,0.0,0.0,73.89705882352942,0.0,0.0,0.0,0.0,15.441176470588236,0.0,10.661764705882353,0.0,0.0
5772,16629,94.94866019631179,2069840,-103250,2070340,-103750,0.0,1.5625,36.71875,4.296875,0.0,0.0,17.1875,25.0,0.0,15.234375,0.0,0.0
5773,56747,94.9045319630529,2107340,-99750,2107840,-100250,0.0,1.4705882352941175,47.794117647058826,21.691176470588236,0.0,0.0,28.308823529411764,0.0,0.0,0.7352941176470588,0.0,0.0
5774,59958,94.89585858790285,2110340,-100250,2110840,-100750,0.0,0.0,35.9375,0.0,0.0,0.0,0.0,0.0,0.0,64.0625,0.0,0.0
5776,19809,94.87324600328833,2072840,-88250,2073340,-88750,0.0,0.0,4.6875,0.0,0.0,0.0,12.890625,33.59375,0.0,39.453125,9.375,0.0
5778,106292,94.8435980682664,2153340,-262250,2153840,-262750,0.0,3.308823529411765,0.0,11.76470588235294,0.0,3.308823529411765,54.779411764705884,0.0,0.0,6.61764705882353,20.22058823529412,0.0
5779,25783,94.83587867642413,2078340,-132750,2078840,-133250,0.0,0.0,15.22491349480969,0.0,0.0,0.0,69.8961937716263,5.190311418685121,0.0,9.688581314878892,0.0,0.0
5780,98298,94.82758620689654,2145840,-277750,2146340,-278250,0.0,3.1141868512110724,2.422145328719723,10.034602076124568,8.304498269896193,0.0,55.017301038062286,6.5743944636678195,0.0,14.53287197231834,0.0,0.0
5781,101967,94.81881937534271,2149340,-239750,2149840,-240250,0.0,45.703125,0.0,0.0,0.0,46.484375,0.0,0.0,0.0,7.8125,0.0,0.0
5783,40777,94.80684796215138,2092340,-139750,2092840,-140250,0.0,0.0,21.691176470588236,0.0,2.5735294117647056,0.3676470588235294,20.588235294117645,9.926470588235293,0.0,44.85294117647059,0.0,0.0
5785,11328,94.78676448167435,2064840,-127750,2065340,-128250,0.0,0.34602076124567477,49.48096885813148,1.384083044982699,0.0,0.0,10.726643598615917,18.33910034602076,0.0,19.72318339100346,0.0,0.0
5786,39702,94.76952372134636,2091340,-137250,2091840,-137750,0.0,0.0,47.40484429065744,0.0,0.0,0.0,2.768166089965398,10.726643598615917,0.0,39.10034602076124,0.0,0.0
5788,33204,94.76220917190226,2085340,-98250,2085840,-98750,0.0,0.0,82.69896193771626,2.422145328719723,4.844290657439446,0.0,0.34602076124567477,0.0,0.0,9.688581314878892,0.0,0.0
5789,19903,94.76007456511628,2072840,-135250,2073340,-135750,0.0,0.0,89.33823529411765,0.0,0.0,0.0,0.0,0.0,0.0,10.661764705882353,0.0,0.0
5791,6579,94.74929051551676,2060340,-160750,2060840,-161250,0.0,0.0,0.0,2.768166089965398,0.0,0.0,0.0,77.50865051903114,0.0,19.72318339100346,0.0,0.0
5792,48270,94.73684210526315,2099340,-141250,2099840,-141750,0.0,0.0,83.39100346020761,3.4602076124567476,0.0,0.0,5.536332179930796,0.0,0.0,7.612456747404845,0.0,0.0
5793,19853,94.73684210526315,2072840,-110250,2073340,-110750,0.0,0.0,30.88235294117647,0.0,0.0,0.0,11.397058823529411,2.5735294117647056,0.0,55.14705882352941,0.0,0.0
5797,16177,94.72200248266239,2069340,-144750,2069840,-145250,0.0,0.0,78.20069204152249,4.498269896193772,0.0,0.0,0.0,2.0761245674740483,0.0,15.22491349480969,0.0,0.0
5798,20955,94.68335732701341,2073840,-126250,2074340,-126750,0.0,0.0,71.62629757785467,3.1141868512110724,0.0,0.0,7.26643598615917,13.148788927335639,0.0,4.844290657439446,0.0,0.0
5799,35386,94.57985003485163,2087340,-119250,2087840,-119750,0.0,0.0,50.51903114186851,0.0,0.0,0.0,24.567474048442904,0.0,0.0,8.304498269896193,16.608996539792386,0.0
5800,35941,94.57485584192796,2087840,-129250,2088340,-129750,0.0,0.0,52.94117647058824,0.0,0.0,0.0,34.92647058823529,0.0,0.0,12.132352941176471,0.0,0.0
5801,22025,94.56567852791126,2074840,-126250,2075340,-126750,0.0,0.0,31.4878892733564,4.1522491349480966,0.0,0.0,11.072664359861593,42.90657439446367,0.0,10.380622837370241,0.0,0.0
5805,34273,94.50158794539709,2086340,-97750,2086840,-98250,0.0,0.0,9.926470588235293,0.0,2.941176470588235,1.1029411764705883,20.22058823529412,48.529411764705884,2.2058823529411766,15.073529411764705,0.0,0.0
5806,5508,94.47435819492269,2059340,-160250,2059840,-160750,0.0,0.0,55.46875,3.90625,0.0,0.0,0.0,26.953125,0.0,13.671875,0.0,0.0
5807,36419,94.47230913433278,2088340,-100750,2088840,-101250,0.0,0.0,54.67128027681662,0.0,0.0,2.422145328719723,0.0,19.72318339100346,11.76470588235294,11.418685121107266,0.0,0.0
5808,24120,94.47196519200716,2076840,-103750,2077340,-104250,0.0,0.0,11.418685121107266,0.0,0.0,0.0,1.7301038062283738,0.0,0.0,25.60553633217993,61.245674740484425,0.0
5809,5457,94.44444444444444,2059340,-134750,2059840,-135250,0.0,0.0,36.71875,0.0,0.0,0.0,48.4375,7.421875,0.0,7.421875,0.0,0.0
5810,15550,94.44444444444444,2068840,-98750,2069340,-99250,0.0,0.0,68.38235294117648,18.38235294117647,0.0,0.0,0.0,11.397058823529411,0.0,1.8382352941176472,0.0,0.0
5811,9819,94.44444444444444,2063340,-175750,2063840,-176250,0.0,0.0,88.23529411764706,0.6920415224913495,0.0,0.0,0.0,4.1522491349480966,0.0,6.920415224913495,0.0,0.0
5813,11426,94.44444444444444,2064840,-176750,2065340,-177250,0.0,6.985294117647059,31.985294117647058,2.5735294117647056,0.0,6.985294117647059,0.0,38.23529411764706,0.0,13.23529411764706,0.0,0.0
5814,19315,94.44444444444444,2072340,-108750,2072840,-109250,0.0,0.0,17.301038062283737,0.0,0.0,0.0,9.688581314878892,0.0,0.0,52.24913494809689,20.761245674740483,0.0
5816,36494,94.44444444444444,2088340,-138250,2088840,-138750,0.0,0.0,91.34948096885813,1.0380622837370241,0.0,0.0,0.0,4.498269896193772,0.0,3.1141868512110724,0.0,0.0
5817,8206,94.44444444444444,2061840,-171750,2062340,-172250,0.0,0.0,26.643598615916954,0.0,1.384083044982699,1.384083044982699,0.0,60.553633217993074,0.0,10.034602076124568,0.0,0.0
5818,32727,94.44444444444444,2084840,-127250,2085340,-127750,0.0,0.0,97.265625,0.0,0.0,0.0,0.78125,0.0,0.0,1.953125,0.0,0.0
5819,9738,94.44444444444444,2063340,-135250,2063840,-135750,0.0,0.0,42.21453287197232,0.0,0.0,0.0,7.958477508650519,22.837370242214533,0.0,26.989619377162633,0.0,0.0
5821,26303,94.44444444444444,2078840,-125250,2079340,-125750,0.0,0.0,30.14705882352941,0.0,0.0,0.0,0.0,60.29411764705882,0.0,9.558823529411764,0.0,0.0
5825,35724,94.40481153149172,2087340,-288250,2087840,-288750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.54671280276817,0.0,21.453287197231834,0.0,0.0
5830,27907,94.33123657369188,2080340,-124750,2080840,-125250,0.0,0.0,65.44117647058823,6.985294117647059,0.0,0.0,20.588235294117645,2.2058823529411766,0.0,4.779411764705882,0.0,0.0
5832,25785,94.31750376877767,2078340,-133750,2078840,-134250,0.0,0.0,0.0,2.768166089965398,0.0,0.0,0.0,35.294117647058826,0.0,61.93771626297578,0.0,0.0
5833,18816,94.28671770104324,2071840,-126750,2072340,-127250,0.0,0.0,56.05536332179931,2.0761245674740483,0.0,0.0,2.0761245674740483,27.68166089965398,0.0,12.110726643598616,0.0,0.0
5834,28445,94.28120871779663,2080840,-126250,2081340,-126750,0.0,0.0,4.844290657439446,7.958477508650519,0.0,0.0,29.757785467128027,42.21453287197232,0.0,15.22491349480969,0.0,0.0
5835,47681,94.26631271226286,2098840,-114250,2099340,-114750,0.0,0.0,76.8166089965398,0.0,6.920415224913495,0.0,0.0,0.0,0.0,16.26297577854671,0.0,0.0
5836,35412,94.24827681733137,2087340,-132250,2087840,-132750,0.0,0.0,91.6955017301038,0.0,0.0,0.0,7.958477508650519,0.0,0.0,0.34602076124567477,0.0,0.0
5838,33278,94.2312179944785,2085340,-135250,2085840,-135750,0.0,0.0,51.21107266435986,0.0,0.0,0.0,11.418685121107266,22.145328719723185,0.0,15.22491349480969,0.0,0.0
5840,27352,94.22837084489082,2079840,-114750,2080340,-115250,0.0,0.0,7.26643598615917,0.0,0.0,0.0,5.88235294117647,67.47404844290658,0.0,19.377162629757784,0.0,0.0
5841,36942,94.22724107374837,2088840,-94750,2089340,-95250,0.0,0.0,0.6920415224913495,0.0,0.0,0.0,0.0,0.0,0.0,99.30795847750865,0.0,0.0
5842,106804,94.22025759467282,2153840,-250750,2154340,-251250,0.0,2.941176470588235,4.779411764705882,20.588235294117645,46.32352941176471,1.1029411764705883,0.0,0.0,0.0,24.264705882352942,0.0,0.0
5844,37477,94.20712938654849,2089340,-94750,2089840,-95250,0.0,0.0,11.76470588235294,0.0,0.0,0.0,6.985294117647059,61.76470588235294,0.0,19.485294117647058,0.0,0.0
5845,40239,94.20289855072464,2091840,-138250,2092340,-138750,0.0,0.0,79.23875432525952,0.0,0.0,0.0,0.0,0.0,0.0,20.761245674740483,0.0,0.0
5846,9766,94.20126077777469,2063340,-149250,2063840,-149750,0.0,0.0,11.418685121107266,0.0,0.0,0.0,0.0,79.93079584775087,0.0,8.304498269896193,0.34602076124567477,0.0
5849,10887,94.15207296777582,2064340,-174750,2064840,-175250,0.0,0.0,27.68166089965398,0.0,3.8062283737024223,5.190311418685121,0.0,54.325259515570934,0.0,8.996539792387544,0.0,0.0
5850,113792,94.13677693035106,2160340,-267250,2160840,-267750,0.0,3.8062283737024223,0.0,0.0,0.0,0.0,55.36332179930796,0.0,0.0,40.830449826989614,0.0,0.0
5851,16630,94.11764705882354,2069840,-103750,2070340,-104250,0.0,0.0,15.073529411764705,0.0,0.0,0.0,59.55882352941176,18.014705882352942,0.0,7.352941176470589,0.0,0.0
5852,16145,94.11764705882352,2069340,-128750,2069840,-129250,0.0,0.0,79.04411764705883,5.147058823529411,0.0,0.0,0.0,5.514705882352941,0.0,10.294117647058822,0.0,0.0
5853,19275,94.11764705882352,2072340,-88750,2072840,-89250,0.0,0.0,17.647058823529413,0.0,0.0,0.0,48.09688581314879,13.148788927335639,0.0,2.422145328719723,18.685121107266436,0.0
5854,14481,94.11764705882352,2067840,-99250,2068340,-99750,0.0,0.0,4.498269896193772,1.7301038062283738,0.0,3.8062283737024223,23.18339100346021,58.82352941176471,0.0,7.958477508650519,0.0,0.0
5857,12936,94.11764705882352,2066340,-129250,2066840,-129750,0.0,0.0,41.522491349480966,18.33910034602076,0.0,0.0,10.034602076124568,28.373702422145332,0.0,1.7301038062283738,0.0,0.0
5858,37485,94.11764705882352,2089340,-98750,2089840,-99250,0.0,0.0,22.65625,0.0,0.0,0.0,0.0,60.9375,0.0,16.40625,0.0,0.0
5862,42922,94.00374499374705,2094340,-142250,2094840,-142750,0.0,0.0,58.08823529411765,6.25,0.0,0.0,16.544117647058822,2.5735294117647056,0.0,16.544117647058822,0.0,0.0
5863,10346,93.99477177892534,2063840,-171750,2064340,-172250,0.0,0.0,26.10294117647059,1.1029411764705883,0.0,0.0,0.0,50.36764705882353,0.0,22.426470588235293,0.0,0.0
5864,35929,93.98313645081315,2087840,-123250,2088340,-123750,0.0,0.0,61.39705882352941,0.0,0.0,4.411764705882353,0.0,19.11764705882353,0.0,15.073529411764705,0.0,0.0
5867,40234,93.94439524472135,2091840,-135750,2092340,-136250,0.0,0.0,22.837370242214533,2.422145328719723,0.0,1.384083044982699,7.26643598615917,8.650519031141869,0.0,57.43944636678201,0.0,0.0
5868,32744,93.93939393939394,2084840,-135750,2085340,-136250,0.0,0.0,34.55882352941176,0.0,0.0,0.0,0.0,11.76470588235294,0.0,53.67647058823529,0.0,0.0
5870,15111,93.90348611321994,2068340,-146750,2068840,-147250,0.0,0.0,12.109375,0.0,5.078125,9.375,7.8125,23.828125,38.671875,3.125,0.0,0.0
5871,23615,93.89402916291063,2076340,-118750,2076840,-119250,0.0,0.0,66.08996539792388,4.1522491349480966,0.0,0.0,5.190311418685121,17.647058823529413,0.0,6.920415224913495,0.0,0.0
5872,34807,93.88995250795362,2086840,-97250,2087340,-97750,0.0,0.0,4.044117647058823,0.0,0.0,1.8382352941176472,31.25,51.10294117647059,0.0,11.76470588235294,0.0,0.0
5873,15067,93.85428970468816,2068340,-124750,2068840,-125250,0.0,0.0,81.61764705882352,2.2058823529411766,0.0,0.0,0.0,0.0,0.0,16.176470588235293,0.0,0.0
5874,40744,93.84615384615384,2092340,-123250,2092840,-123750,0.0,0.0,59.19117647058824,0.0,0.0,0.0,3.6764705882352944,0.0,0.0,35.294117647058826,1.8382352941176472,0.0
5875,56198,93.82377457996851,2106840,-92750,2107340,-93250,0.0,0.0,0.0,2.2058823529411766,0.0,0.0,11.76470588235294,0.0,0.0,59.19117647058824,26.838235294117645,0.0
5876,37541,93.80241987637922,2089340,-126750,2089840,-127250,0.0,0.0,51.83823529411765,0.0,0.0,0.0,17.27941176470588,0.0,0.0,30.88235294117647,0.0,0.0
5878,8173,93.79095310327266,2061840,-155250,2062340,-155750,0.0,0.0,0.6920415224913495,0.0,0.0,0.0,0.34602076124567477,89.96539792387543,0.0,8.996539792387544,0.0,0.0
5880,44494,93.78532425562867,2095840,-125750,2096340,-126250,0.0,0.0,61.029411764705884,0.0,0.0,0.0,3.308823529411765,0.0,0.0,35.661764705882355,0.0,0.0
5882,15551,93.75186180292229,2068840,-99250,2069340,-99750,0.0,0.0,63.667820069204154,15.22491349480969,0.0,0.0,4.1522491349480966,7.612456747404845,0.0,9.342560553633218,0.0,0.0
5883,41206,93.75,2092840,-86750,2093340,-87250,0.0,0.0,23.52941176470588,0.0,1.4705882352941175,6.25,33.455882352941174,10.661764705882353,0.0,15.441176470588236,9.191176470588236,0.0
5884,46612,93.75,2097840,-114750,2098340,-115250,0.0,0.0,70.24221453287197,0.0,0.0,0.0,20.069204152249135,0.0,0.0,9.688581314878892,0.0,0.0
5885,24802,93.75,2077340,-177250,2077840,-177750,0.0,0.3676470588235294,4.044117647058823,0.0,0.0,0.0,0.0,56.25,0.0,39.338235294117645,0.0,0.0
5886,61015,93.75,2111340,-93750,2111840,-94250,0.0,0.0,3.1141868512110724,0.0,0.0,0.0,0.0,0.0,0.0,20.069204152249135,76.8166089965398,0.0
5888,25746,93.75,2078340,-114250,2078840,-114750,0.0,0.0,52.94117647058824,13.148788927335639,0.0,0.0,0.0,0.6920415224913495,0.0,19.72318339100346,13.494809688581316,0.0
5889,9818,93.75,2063340,-175250,2063840,-175750,0.0,2.5735294117647056,52.57352941176471,11.76470588235294,0.0,0.0,0.0,11.76470588235294,0.0,21.323529411764707,0.0,0.0
5891,34272,93.75,2086340,-97250,2086840,-97750,0.0,0.0,77.34375,0.0,3.90625,0.78125,0.78125,14.0625,0.0,3.125,0.0,0.0
5892,11896,93.75,2065340,-144250,2065840,-144750,0.0,0.0,12.867647058823529,0.0,0.0,0.0,0.0,77.20588235294117,0.0,9.926470588235293,0.0,0.0
5895,17297,93.75,2070340,-169750,2070840,-170250,0.0,0.0,92.04152249134948,0.0,0.0,0.0,0.0,5.536332179930796,0.0,2.422145328719723,0.0,0.0
5897,7599,93.75,2061340,-135750,2061840,-136250,0.0,0.0,18.685121107266436,8.996539792387544,0.0,0.0,12.802768166089965,44.982698961937714,0.0,14.53287197231834,0.0,0.0
5898,19347,93.74100083558801,2072340,-124750,2072840,-125250,0.0,0.0,78.89273356401384,2.422145328719723,0.0,0.0,5.88235294117647,12.45674740484429,0.0,0.34602076124567477,0.0,0.0
5902,38099,93.64992666741955,2089840,-138250,2090340,-138750,0.0,0.0,68.16608996539793,0.0,0.0,0.0,17.301038062283737,0.0,0.0,14.53287197231834,0.0,0.0
5903,18319,93.6301162332859,2071340,-145750,2071840,-146250,0.0,0.0,5.88235294117647,0.0,0.0,0.0,5.88235294117647,69.85294117647058,0.0,18.38235294117647,0.0,0.0
5904,117533,93.62770540344223,2163840,-265250,2164340,-265750,0.0,0.0,0.0,0.0,0.0,0.0,84.55882352941177,0.0,0.0,11.029411764705882,4.411764705882353,0.0
5906,37479,93.61659545137213,2089340,-95750,2089840,-96250,0.0,0.0,7.421875,0.0,0.0,0.0,16.40625,58.984375,0.0,17.1875,0.0,0.0
5907,32185,93.59037612095574,2084340,-123750,2084840,-124250,0.0,0.0,29.757785467128027,2.0761245674740483,0.0,0.0,8.996539792387544,43.59861591695502,0.0,15.570934256055363,0.0,0.0
5909,40219,93.46157277117042,2091840,-128250,2092340,-128750,0.0,0.0,26.297577854671278,0.0,0.0,0.0,3.8062283737024223,0.0,0.0,69.8961937716263,0.0,0.0
5911,89636,93.43855573889661,2137840,-226750,2138340,-227250,0.0,0.0,0.0,0.0,5.190311418685121,0.0,79.58477508650519,7.612456747404845,0.0,7.612456747404845,0.0,0.0
5912,33793,93.42105263157895,2085840,-125250,2086340,-125750,0.0,0.0,92.73356401384083,0.34602076124567477,0.0,0.0,4.498269896193772,0.0,0.0,2.422145328719723,0.0,0.0
5913,17785,93.35530058959642,2070840,-146250,2071340,-146750,0.0,0.0,56.747404844290664,0.0,0.0,0.0,0.0,20.069204152249135,0.0,23.18339100346021,0.0,0.0
5914,29994,93.34813339446352,2082340,-98250,2082840,-98750,0.0,0.0,28.719723183391004,0.0,0.0,0.0,18.685121107266436,2.422145328719723,0.0,50.17301038062284,0.0,0.0
5915,43349,93.33578060568105,2094840,-88250,2095340,-88750,0.0,0.0,84.92647058823529,0.0,0.0,0.0,8.455882352941178,4.779411764705882,0.0,1.1029411764705883,0.7352941176470588,0.0
5916,13480,93.33333333333333,2066840,-133750,2067340,-134250,0.0,0.0,34.92647058823529,0.0,0.0,0.0,5.88235294117647,52.20588235294118,0.0,5.88235294117647,1.1029411764705883,0.0
5918,35878,93.33333333333333,2087840,-97750,2088340,-98250,0.0,0.0,9.926470588235293,4.044117647058823,0.0,0.0,2.5735294117647056,69.48529411764706,0.0,11.397058823529411,2.5735294117647056,0.0
5921,33737,93.27895629565293,2085840,-97250,2086340,-97750,0.0,0.0,76.83823529411765,6.25,0.0,0.0,0.0,9.926470588235293,0.0,6.985294117647059,0.0,0.0
